#TYPE Selected.System.Management.ManagementObject
"__SERVER","DisplayName","State","startname"
"SHHWSR0155","Symantec Management Client","Running","LocalSystem"
"SHHWSR0155","Symantec Network Access Control","Stopped","LocalSystem"
"SHHWSR0155","SNMP Service","Running","LocalSystem"
"SHHWSR0155","SNMP Trap","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0155","LANDesk(R) Software Monitoring Service","Running","LocalSystem"
"SHHWSR0155","Print Spooler","Running","LocalSystem"
"SHHWSR0155","Software Protection","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0155","SPP Notification Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0155","SSDP Discovery","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0155","Secure Socket Tunneling Protocol Service","Stopped","NT Authority\LocalService"
"SHHWSR0155","Microsoft Software Shadow Copy Provider","Stopped","LocalSystem"
"SHHWSR0155","Microsoft Monitoring Agent APM","Stopped","LocalSystem"
"SHHWSR0155","Telephony","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0155","TPM Base Services","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0155","Remote Desktop Services","Running","NT Authority\NetworkService"
"SHHWSR0155","Thread Ordering Server","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0155","Distributed Link Tracking Client","Running","LocalSystem"
"SHHWSR0155","Windows Modules Installer","Stopped","localSystem"
"SHHWSR0155","Interactive Services Detection","Stopped","LocalSystem"
"SHHWSR0155","Remote Desktop Services UserMode Port Redirector","Running","localSystem"
"SHHWSR0155","UPnP Device Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0155","Desktop Window Manager Session Manager","Running","localSystem"
"SHHWSR0155","Credential Manager","Stopped","LocalSystem"
"SHHWSR0155","Virtual Disk","Stopped","LocalSystem"
"SHHWSR0155","VMware Tools","Running","LocalSystem"
"SHHWSR0155","VMware Snapshot Provider","Stopped","LocalSystem"
"SHHWSR0155","Symantec Private Branch Exchange","Running","LocalSystem"
"SHHWSR0155","Volume Shadow Copy","Stopped","LocalSystem"
"SHHWSR0155","Windows Time","Running","NT AUTHORITY\LocalService"
"SHHWSR0155","World Wide Web Publishing Service","Running","LocalSystem"
"SHHWSR0155","Windows Process Activation Service","Running","LocalSystem"
"SHHWSR0155","Block Level Backup Engine Service","Stopped","LocalSystem"
"SHHWSR0155","Windows Color System","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0155","Diagnostic Service Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0155","Diagnostic System Host","Stopped","LocalSystem"
"SHHWSR0155","Windows Event Collector","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0155","Problem Reports and Solutions Control Panel Support","Stopped","localSystem"
"SHHWSR0155","Windows Error Reporting Service","Stopped","localSystem"
"SHHWSR0155","WinHTTP Web Proxy Auto-Discovery Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0155","Windows Management Instrumentation","Running","localSystem"
"SHHWSR0155","Windows Remote Management (WS-Management)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0155","WMI Performance Adapter","Stopped","localSystem"
"SHHWSR0155","Portable Device Enumerator Service","Stopped","LocalSystem"
"SHHWSR0155","Windows Update","Running","LocalSystem"
"SHHWSR0155","Windows Driver Foundation - User-mode Driver Framework","Stopped","LocalSystem"
"SHHWSR0092","Application Experience","Stopped","localSystem"
"SHHWSR0092","Application Layer Gateway Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Application Host Helper Service","Running","LocalSystem"
"SHHWSR0092","Application Identity","Stopped","NT Authority\LocalService"
"SHHWSR0092","Application Information","Stopped","LocalSystem"
"SHHWSR0092","Application Management","Stopped","LocalSystem"
"SHHWSR0092","ASP.NET State Service","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0092","Windows Audio Endpoint Builder","Stopped","LocalSystem"
"SHHWSR0092","Windows Audio","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Base Filtering Engine","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Background Intelligent Transfer Service","Stopped","LocalSystem"
"SHHWSR0092","NetBackup Bare Metal Restore Boot Server","Stopped","LocalSystem"
"SHHWSR0092","Computer Browser","Stopped","LocalSystem"
"SHHWSR0092","LANDesk(R) Management Agent","Running","LocalSystem"
"SHHWSR0092","Certificate Propagation","Running","LocalSystem"
"SHHWSR0092","Microsoft .NET Framework NGEN v2.0.50727_X86","Stopped","LocalSystem"
"SHHWSR0092","Microsoft .NET Framework NGEN v2.0.50727_X64","Stopped","LocalSystem"
"SHHWSR0092","Microsoft .NET Framework NGEN v4.0.30319_X86","Stopped","LocalSystem"
"SHHWSR0092","Microsoft .NET Framework NGEN v4.0.30319_X64","Stopped","LocalSystem"
"SHHWSR0092","COM+ System Application","Stopped","LocalSystem"
"SHHWSR0092","Cryptographic Services","Running","NT Authority\NetworkService"
"SHHWSR0092","DCOM Server Process Launcher","Running","LocalSystem"
"SHHWSR0092","Disk Defragmenter","Stopped","localSystem"
"SHHWSR0092","DHCP Client","Running","NT Authority\LocalService"
"SHHWSR0092","Diagnostics Tracking Service","Running","LocalSystem"
"SHHWSR0092","DNS Client","Running","NT AUTHORITY\NetworkService"
"SHHWSR0092","Wired AutoConfig","Stopped","localSystem"
"SHHWSR0092","Diagnostic Policy Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Extensible Authentication Protocol","Stopped","localSystem"
"SHHWSR0092","Encrypting File System (EFS)","Stopped","LocalSystem"
"SHHWSR0092","Windows Event Log","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","COM+ Event System","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Microsoft Fibre Channel Platform Registration Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Function Discovery Provider Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Function Discovery Resource Publication","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Windows Font Cache Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Windows Presentation Foundation Font Cache 3.0.0.0","Stopped","NT Authority\LocalService"
"SHHWSR0092","Group Policy Client","Running","LocalSystem"
"SHHWSR0092","Human Interface Device Access","Stopped","LocalSystem"
"SHHWSR0092","Health Key and Certificate Management","Stopped","localSystem"
"SHHWSR0092","IBM Domino Diagnostics (CLotusDomino)","Running","LocalSystem"
"SHHWSR0092","IBM Domino Server (DLotusDominodata)","Running","LocalSystem"
"SHHWSR0092","Windows CardSpace","Stopped","LocalSystem"
"SHHWSR0092","IKE and AuthIP IPsec Keying Modules","Running","LocalSystem"
"SHHWSR0092","Intel Local Scheduler Service","Running","LocalSystem"
"SHHWSR0092","Intel PDS","Running","LocalSystem"
"SHHWSR0092","PnP-X IP Bus Enumerator","Stopped","LocalSystem"
"SHHWSR0092","IP Helper","Running","LocalSystem"
"SHHWSR0092","CNG Key Isolation","Stopped","LocalSystem"
"SHHWSR0092","KtmRm for Distributed Transaction Coordinator","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0092","LANDesk Policy Invoker","Running","LocalSystem"
"SHHWSR0092","LANDesk Targeted Multicast","Running","LocalSystem"
"SHHWSR0092","Server","Running","LocalSystem"
"SHHWSR0092","Workstation","Running","NT AUTHORITY\NetworkService"
"SHHWSR0092","LiveUpdate","Stopped","LocalSystem"
"SHHWSR0092","Link-Layer Topology Discovery Mapper","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","TCP/IP NetBIOS Helper","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Multimedia Class Scheduler","Stopped","LocalSystem"
"SHHWSR0092","Miss Marple Inventory Agent","Running","LocalSystem"
"SHHWSR0092","Miss Marple Updater","Running","LocalSystem"
"SHHWSR0092","Windows Firewall","Running","NT Authority\LocalService"
"SHHWSR0092","Distributed Transaction Coordinator","Running","NT AUTHORITY\NetworkService"
"SHHWSR0092","Microsoft iSCSI Initiator Service","Stopped","LocalSystem"
"SHHWSR0092","Windows Installer","Stopped","LocalSystem"
"SHHWSR0092","NetBackup Deduplication Multi-Threaded Agent","Running","LocalSystem"
"SHHWSR0092","Network Access Protection Agent","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0092","NetBackup BMR MTFTP Service","Stopped","LocalSystem"
"SHHWSR0092","NetBackup BMR PXE Service","Stopped","LocalSystem"
"SHHWSR0092","NetBackup Client Service","Running","LocalSystem"
"SHHWSR0092","NetBackup Discovery Framework","Running","LocalSystem"
"SHHWSR0092","NetBackup Legacy Client Service","Running","LocalSystem"
"SHHWSR0092","NetBackup Legacy Network Service","Running","LocalSystem"
"SHHWSR0092","NetBackup Proxy Service","Stopped","LocalSystem"
"SHHWSR0092","NetBackup SAN Client Fibre Transport Service","Stopped","LocalSystem"
"SHHWSR0092","Netlogon","Running","LocalSystem"
"SHHWSR0092","Network Connections","Running","LocalSystem"
"SHHWSR0092","Net.Msmq Listener Adapter","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0092","Net.Pipe Listener Adapter","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Network List Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Net.Tcp Listener Adapter","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Net.Tcp Port Sharing Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Network Location Awareness","Running","NT AUTHORITY\NetworkService"
"SHHWSR0092","Network Store Interface Service","Running","NT Authority\LocalService"
"SHHWSR0092","Performance Counter DLL Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Performance Logs & Alerts","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Plug and Play","Running","LocalSystem"
"SHHWSR0092","IPsec Policy Agent","Running","NT Authority\NetworkService"
"SHHWSR0092","Power","Running","LocalSystem"
"SHHWSR0092","User Profile Service","Running","LocalSystem"
"SHHWSR0092","Protected Storage","Stopped","LocalSystem"
"SHHWSR0092","Remote Access Auto Connection Manager","Stopped","localSystem"
"SHHWSR0092","Remote Access Connection Manager","Stopped","localSystem"
"SHHWSR0092","Routing and Remote Access","Stopped","localSystem"
"SHHWSR0092","Remote Registry","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","RPC Endpoint Mapper","Running","NT AUTHORITY\NetworkService"
"SHHWSR0092","Remote Procedure Call (RPC) Locator","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0092","Remote Procedure Call (RPC)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0092","Resultant Set of Policy Provider","Stopped","LocalSystem"
"SHHWSR0092","Special Administration Console Helper","Stopped","LocalSystem"
"SHHWSR0092","Security Accounts Manager","Running","LocalSystem"
"SHHWSR0092","Smart Card","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Task Scheduler","Running","LocalSystem"
"SHHWSR0092","Smart Card Removal Policy","Stopped","LocalSystem"
"SHHWSR0092","Secondary Logon","Stopped","LocalSystem"
"SHHWSR0092","System Event Notification Service","Running","LocalSystem"
"SHHWSR0092","Symantec Endpoint Protection","Running","LocalSystem"
"SHHWSR0092","Remote Desktop Configuration","Running","localSystem"
"SHHWSR0092","Internet Connection Sharing (ICS)","Stopped","LocalSystem"
"SHHWSR0092","Shell Hardware Detection","Running","LocalSystem"
"SHHWSR0092","Symantec Management Client","Running","LocalSystem"
"SHHWSR0092","Symantec Network Access Control","Stopped","LocalSystem"
"SHHWSR0092","SNMP Service","Running","LocalSystem"
"SHHWSR0092","SNMP Trap","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","LANDesk(R) Software Monitoring Service","Running","LocalSystem"
"SHHWSR0092","Print Spooler","Running","LocalSystem"
"SHHWSR0092","Software Protection","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0092","SPP Notification Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","SSDP Discovery","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Secure Socket Tunneling Protocol Service","Stopped","NT Authority\LocalService"
"SHHWSR0092","Microsoft Software Shadow Copy Provider","Stopped","LocalSystem"
"SHHWSR0092","Telephony","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0092","TPM Base Services","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Remote Desktop Services","Running","NT Authority\NetworkService"
"SHHWSR0092","Thread Ordering Server","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Distributed Link Tracking Client","Running","LocalSystem"
"SHHWSR0092","Windows Modules Installer","Stopped","localSystem"
"SHHWSR0092","Interactive Services Detection","Stopped","LocalSystem"
"SHHWSR0092","Remote Desktop Services UserMode Port Redirector","Running","localSystem"
"SHHWSR0092","UPnP Device Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Desktop Window Manager Session Manager","Running","localSystem"
"SHHWSR0092","Credential Manager","Stopped","LocalSystem"
"SHHWSR0092","Virtual Disk","Stopped","LocalSystem"
"SHHWSR0092","VMware Tools","Running","LocalSystem"
"SHHWSR0092","VMware Snapshot Provider","Stopped","LocalSystem"
"SHHWSR0092","Symantec Private Branch Exchange","Running","LocalSystem"
"SHHWSR0092","Volume Shadow Copy","Stopped","LocalSystem"
"SHHWSR0092","Windows Time","Running","NT AUTHORITY\LocalService"
"SHHWSR0092","Windows Process Activation Service","Running","LocalSystem"
"SHHWSR0092","Block Level Backup Engine Service","Stopped","LocalSystem"
"SHHWSR0092","Windows Color System","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Diagnostic Service Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Diagnostic System Host","Stopped","LocalSystem"
"SHHWSR0092","Windows Event Collector","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0092","Problem Reports and Solutions Control Panel Support","Stopped","localSystem"
"SHHWSR0092","Windows Error Reporting Service","Stopped","localSystem"
"SHHWSR0092","WinHTTP Web Proxy Auto-Discovery Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0092","Windows Management Instrumentation","Running","localSystem"
"SHHWSR0092","Windows Remote Management (WS-Management)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0092","WMI Performance Adapter","Stopped","localSystem"
"SHHWSR0092","Portable Device Enumerator Service","Stopped","LocalSystem"
"SHHWSR0092","Windows Update","Running","LocalSystem"
"SHHWSR0092","Windows Driver Foundation - User-mode Driver Framework","Stopped","LocalSystem"
"SHHWSR0093","Microsoft Monitoring Agent Audit Forwarding","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0093","Application Experience","Stopped","localSystem"
"SHHWSR0093","Application Layer Gateway Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Application Host Helper Service","Running","LocalSystem"
"SHHWSR0093","Application Identity","Stopped","NT Authority\LocalService"
"SHHWSR0093","Application Information","Stopped","LocalSystem"
"SHHWSR0093","Application Management","Stopped","LocalSystem"
"SHHWSR0093","ASP.NET State Service","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0093","Windows Audio Endpoint Builder","Stopped","LocalSystem"
"SHHWSR0093","Windows Audio","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Base Filtering Engine","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Background Intelligent Transfer Service","Stopped","LocalSystem"
"SHHWSR0093","NetBackup Bare Metal Restore Boot Server","Stopped","LocalSystem"
"SHHWSR0093","Computer Browser","Stopped","LocalSystem"
"SHHWSR0093","LANDesk(R) Management Agent","Running","LocalSystem"
"SHHWSR0093","Certificate Propagation","Running","LocalSystem"
"SHHWSR0093","Microsoft .NET Framework NGEN v2.0.50727_X86","Stopped","LocalSystem"
"SHHWSR0093","Microsoft .NET Framework NGEN v2.0.50727_X64","Stopped","LocalSystem"
"SHHWSR0093","Microsoft .NET Framework NGEN v4.0.30319_X86","Stopped","LocalSystem"
"SHHWSR0093","Microsoft .NET Framework NGEN v4.0.30319_X64","Stopped","LocalSystem"
"SHHWSR0093","COM+ System Application","Stopped","LocalSystem"
"SHHWSR0093","Cryptographic Services","Running","NT Authority\NetworkService"
"SHHWSR0093","DCOM Server Process Launcher","Running","LocalSystem"
"SHHWSR0093","Disk Defragmenter","Stopped","localSystem"
"SHHWSR0093","DHCP Client","Running","NT Authority\LocalService"
"SHHWSR0093","Diagnostics Tracking Service","Running","LocalSystem"
"SHHWSR0093","DNS Client","Running","NT AUTHORITY\NetworkService"
"SHHWSR0093","Wired AutoConfig","Stopped","localSystem"
"SHHWSR0093","Diagnostic Policy Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Extensible Authentication Protocol","Stopped","localSystem"
"SHHWSR0093","Encrypting File System (EFS)","Stopped","LocalSystem"
"SHHWSR0093","Windows Event Log","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","COM+ Event System","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Microsoft Fibre Channel Platform Registration Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Function Discovery Provider Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Function Discovery Resource Publication","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Windows Font Cache Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Windows Presentation Foundation Font Cache 3.0.0.0","Stopped","NT Authority\LocalService"
"SHHWSR0093","Group Policy Client","Running","LocalSystem"
"SHHWSR0093","Microsoft Monitoring Agent","Running","LocalSystem"
"SHHWSR0093","Human Interface Device Access","Stopped","LocalSystem"
"SHHWSR0093","Health Key and Certificate Management","Stopped","localSystem"
"SHHWSR0093","Windows CardSpace","Stopped","LocalSystem"
"SHHWSR0093","IKE and AuthIP IPsec Keying Modules","Running","LocalSystem"
"SHHWSR0093","Intel Local Scheduler Service","Running","LocalSystem"
"SHHWSR0093","Intel PDS","Running","LocalSystem"
"SHHWSR0093","PnP-X IP Bus Enumerator","Stopped","LocalSystem"
"SHHWSR0093","IP Helper","Running","LocalSystem"
"SHHWSR0093","CNG Key Isolation","Stopped","LocalSystem"
"SHHWSR0093","KtmRm for Distributed Transaction Coordinator","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0093","LANDesk Policy Invoker","Running","LocalSystem"
"SHHWSR0093","LANDesk Targeted Multicast","Running","LocalSystem"
"SHHWSR0093","Server","Running","LocalSystem"
"SHHWSR0093","Workstation","Running","NT AUTHORITY\NetworkService"
"SHHWSR0093","LiveUpdate","Stopped","LocalSystem"
"SHHWSR0093","Link-Layer Topology Discovery Mapper","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","TCP/IP NetBIOS Helper","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Multimedia Class Scheduler","Stopped","LocalSystem"
"SHHWSR0093","Miss Marple Inventory Agent","Running","LocalSystem"
"SHHWSR0093","Miss Marple Updater","Running","LocalSystem"
"SHHWSR0093","Windows Firewall","Running","NT Authority\LocalService"
"SHHWSR0093","Distributed Transaction Coordinator","Running","NT AUTHORITY\NetworkService"
"SHHWSR0093","Microsoft iSCSI Initiator Service","Stopped","LocalSystem"
"SHHWSR0093","Windows Installer","Stopped","LocalSystem"
"SHHWSR0093","SQL Full-text Filter Daemon Launcher (MSSQLSERVER)","Running","NT Service\MSSQLFDLauncher"
"SHHWSR0093","SQL Server (MSSQLSERVER)","Running","GLOBAL\SVCSHHSQLSERVERPROD"
"SHHWSR0093","NetBackup Deduplication Multi-Threaded Agent","Running","LocalSystem"
"SHHWSR0093","Network Access Protection Agent","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0093","NetBackup BMR MTFTP Service","Stopped","LocalSystem"
"SHHWSR0093","NetBackup BMR PXE Service","Stopped","LocalSystem"
"SHHWSR0093","NetBackup Client Service","Running","LocalSystem"
"SHHWSR0093","NetBackup Discovery Framework","Running","LocalSystem"
"SHHWSR0093","NetBackup Legacy Client Service","Running","LocalSystem"
"SHHWSR0093","NetBackup Legacy Network Service","Running","LocalSystem"
"SHHWSR0093","NetBackup Proxy Service","Stopped","LocalSystem"
"SHHWSR0093","NetBackup SAN Client Fibre Transport Service","Stopped","LocalSystem"
"SHHWSR0093","Netlogon","Running","LocalSystem"
"SHHWSR0093","Network Connections","Running","LocalSystem"
"SHHWSR0093","Net.Msmq Listener Adapter","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0093","Net.Pipe Listener Adapter","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Network List Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Net.Tcp Listener Adapter","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Net.Tcp Port Sharing Service","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Network Location Awareness","Running","NT AUTHORITY\NetworkService"
"SHHWSR0093","Network Store Interface Service","Running","NT Authority\LocalService"
"SHHWSR0093","Performance Counter DLL Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Performance Logs & Alerts","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Plug and Play","Running","LocalSystem"
"SHHWSR0093","IPsec Policy Agent","Running","NT Authority\NetworkService"
"SHHWSR0093","Power","Running","LocalSystem"
"SHHWSR0093","User Profile Service","Running","LocalSystem"
"SHHWSR0093","Protected Storage","Stopped","LocalSystem"
"SHHWSR0093","Remote Access Auto Connection Manager","Stopped","localSystem"
"SHHWSR0093","Remote Access Connection Manager","Stopped","localSystem"
"SHHWSR0093","Routing and Remote Access","Stopped","localSystem"
"SHHWSR0093","Remote Registry","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","RPC Endpoint Mapper","Running","NT AUTHORITY\NetworkService"
"SHHWSR0093","Remote Procedure Call (RPC) Locator","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0093","Remote Procedure Call (RPC)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0093","Resultant Set of Policy Provider","Stopped","LocalSystem"
"SHHWSR0093","Special Administration Console Helper","Stopped","LocalSystem"
"SHHWSR0093","Security Accounts Manager","Running","LocalSystem"
"SHHWSR0093","Smart Card","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Task Scheduler","Running","LocalSystem"
"SHHWSR0093","Smart Card Removal Policy","Stopped","LocalSystem"
"SHHWSR0093","Secondary Logon","Stopped","LocalSystem"
"SHHWSR0093","System Event Notification Service","Running","LocalSystem"
"SHHWSR0093","Symantec Endpoint Protection","Running","LocalSystem"
"SHHWSR0093","Remote Desktop Configuration","Running","localSystem"
"SHHWSR0093","Internet Connection Sharing (ICS)","Stopped","LocalSystem"
"SHHWSR0093","Shell Hardware Detection","Running","LocalSystem"
"SHHWSR0093","Symantec Management Client","Running","LocalSystem"
"SHHWSR0093","Symantec Network Access Control","Stopped","LocalSystem"
"SHHWSR0093","SNMP Service","Running","LocalSystem"
"SHHWSR0093","SNMP Trap","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","LANDesk(R) Software Monitoring Service","Running","LocalSystem"
"SHHWSR0093","Print Spooler","Running","LocalSystem"
"SHHWSR0093","Software Protection","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0093","SPP Notification Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","SQL Server Browser","Stopped","NT AUTHORITY\LOCALSERVICE"
"SHHWSR0093","SQL Server Agent (MSSQLSERVER)","Running","GLOBAL\SVCSHHSQLAGENTPROD"
"SHHWSR0093","SQL Server VSS Writer","Running","LocalSystem"
"SHHWSR0093","SSDP Discovery","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Secure Socket Tunneling Protocol Service","Stopped","NT Authority\LocalService"
"SHHWSR0093","Microsoft Software Shadow Copy Provider","Stopped","LocalSystem"
"SHHWSR0093","Microsoft Monitoring Agent APM","Stopped","LocalSystem"
"SHHWSR0093","Telephony","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0093","TPM Base Services","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Remote Desktop Services","Running","NT Authority\NetworkService"
"SHHWSR0093","Thread Ordering Server","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Distributed Link Tracking Client","Running","LocalSystem"
"SHHWSR0093","Windows Modules Installer","Stopped","localSystem"
"SHHWSR0093","Interactive Services Detection","Stopped","LocalSystem"
"SHHWSR0093","Remote Desktop Services UserMode Port Redirector","Running","localSystem"
"SHHWSR0093","UPnP Device Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Desktop Window Manager Session Manager","Running","localSystem"
"SHHWSR0093","Credential Manager","Stopped","LocalSystem"
"SHHWSR0093","Virtual Disk","Stopped","LocalSystem"
"SHHWSR0093","VMware Tools","Running","LocalSystem"
"SHHWSR0093","VMware Snapshot Provider","Stopped","LocalSystem"
"SHHWSR0093","Symantec Private Branch Exchange","Running","LocalSystem"
"SHHWSR0093","Volume Shadow Copy","Stopped","LocalSystem"
"SHHWSR0093","Windows Time","Running","NT AUTHORITY\LocalService"
"SHHWSR0093","Windows Process Activation Service","Running","LocalSystem"
"SHHWSR0093","Block Level Backup Engine Service","Stopped","LocalSystem"
"SHHWSR0093","Windows Color System","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Diagnostic Service Host","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Diagnostic System Host","Stopped","LocalSystem"
"SHHWSR0093","Windows Event Collector","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0093","Problem Reports and Solutions Control Panel Support","Stopped","localSystem"
"SHHWSR0093","Windows Error Reporting Service","Stopped","localSystem"
"SHHWSR0093","WinHTTP Web Proxy Auto-Discovery Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0093","Windows Management Instrumentation","Running","localSystem"
"SHHWSR0093","Windows Remote Management (WS-Management)","Running","NT AUTHORITY\NetworkService"
"SHHWSR0093","WMI Performance Adapter","Stopped","localSystem"
"SHHWSR0093","Portable Device Enumerator Service","Stopped","LocalSystem"
"SHHWSR0093","Windows Update","Running","LocalSystem"
"SHHWSR0093","Windows Driver Foundation - User-mode Driver Framework","Stopped","LocalSystem"
"SHHWSR0096","Application Experience","Stopped","localSystem"
"SHHWSR0096","Application Layer Gateway Service","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0096","Application Host Helper Service","Running","LocalSystem"
"SHHWSR0096","Application Identity","Stopped","NT Authority\LocalService"
"SHHWSR0096","Application Information","Stopped","LocalSystem"
"SHHWSR0096","Application Management","Stopped","LocalSystem"
"SHHWSR0096","ASP.NET State Service","Stopped","NT AUTHORITY\NetworkService"
"SHHWSR0096","Windows Audio Endpoint Builder","Stopped","LocalSystem"
"SHHWSR0096","Windows Audio","Stopped","NT AUTHORITY\LocalService"
"SHHWSR0096","Base Filtering Engine","Running","NT AUTHORITY\LocalService"
"SHHWSR0096","Background Intelligent Transfer Service","Running","LocalSystem"
"SHHWSR0096","NetBackup Bare Metal Restore Boot Server","Stopped","LocalSystem"
"SHHWSR0096","Computer Browser","Stopped","LocalSystem"
"SHHWSR0096","LANDesk(R) Management Agent","Running","LocalSystem"
"SHHWSR0096","Certificate Propagation","Running","LocalSystem"
"SHHWSR0096","Microsoft .NET Framework NGEN v2.0.50727_X86","Stopped","LocalSystem"
"SHHWSR0096","Microsoft .NET Framework NGEN v2.0.50727_X64","Stopped","LocalSystem"
"SHHWSR0096","Microsoft .NET Framework NGEN v4.0.30319_X86","Stopped","LocalSystem"
"SHHWSR0096","Microsoft .NET Framework NGEN v4.0.30319_X64","Stopped","LocalSystem"
"SHHWSR0096","COM+ System Application","Running","LocalSystem"
"SHHWSR0096","Cryptographic Services","Running","NT Authority\NetworkService"
"SHHWSR0096","DCOM Server Process Launcher","Running","LocalSystem"
"SHHWSR0096","Disk Defragmenter","Stopped","localSystem"
"SHHWSR0096","DHCP Client","Running","NT Authority\LocalService"
"SHHWSR0096","Diagnostics Tracking Service","Running","LocalSystem"
